product_id_idx,product_id
1065.0,20119
9988.0,20139
5859.0,20342
6311.0,20405
22204.0,20891
24215.0,201291
15620.0,201344
16105.0,201429
17751.0,201431
19024.0,201498
12750.0,211432
17770.0,211568
9831.0,21574
5162.0,21613
7553.0,21707
6342.0,21900
8502.0,21966
11726.0,2253
29984.0,191176
13981.0,19214
15608.0,19229
17161.0,19275
18993.0,19283
22148.0,19354
24180.0,19456
25502.0,19483
15610.0,201006
13988.0,201495
13369.0,211082
12462.0,211136
7767.0,21292
9241.0,21637
4714.0,21883
5145.0,211036
10141.0,21204
16158.0,22106
30017.0,191235
18992.0,19281
15166.0,20352
10850.0,20620
12738.0,20840
17198.0,20847
14334.0,201010
16090.0,201059
1222.0,2169
9680.0,211086
6323.0,21420
7550.0,21550
10314.0,21960
1888.0,21137
10318.0,2292
21306.0,22145
25521.0,19539
25535.0,19816
877.0,2082
24228.0,20725
18352.0,201300
400.0,2116
18395.0,211570
1101.0,21340
5680.0,21394
8971.0,21491
3732.0,21680
9553.0,21711
11492.0,21952
17230.0,21967
106.0,21131
1066.0,21155
7750.0,1976
13984.0,19319
24170.0,19414
27207.0,19890
4269.0,2096
6082.0,20187
12176.0,20514
17756.0,20543
9991.0,20563
9829.0,211505
460.0,21250
5890.0,21822
5692.0,21890
531.0,21144
6096.0,21156
851.0,21213
30014.0,191229
23042.0,19403
14352.0,20736
27224.0,20798
13673.0,201216
20451.0,201251
253.0,2119
19045.0,211541
3144.0,21438
7083.0,21467
12757.0,21705
6844.0,21968
16693.0,22132
29986.0,191178
30027.0,191247
30030.0,191250
23029.0,19365
21235.0,19393
25496.0,19475
30204.0,19804
15173.0,2067
1963.0,20263
4478.0,20309
4593.0,20710
13045.0,20927
15183.0,20959
13669.0,201031
71.0,212
137.0,213
1155.0,2170
11046.0,211077
7078.0,21256
7323.0,21548
1968.0,21594
5884.0,21604
24246.0,21608
20412.0,19237
18325.0,19311
25480.0,19359
24166.0,19410
30109.0,19695
2657.0,20168
12727.0,20421
9535.0,20568
11923.0,20799
8382.0,20824
16123.0,20970
17729.0,201046
23069.0,201339
15621.0,201355
10637.0,201373
16621.0,201425
290.0,218
10482.0,211199
12468.0,211381
16141.0,211492
17220.0,211534
2781.0,21567
6333.0,21677
7555.0,21764
10316.0,2243
881.0,2270
29985.0,191177
30038.0,191267
30051.0,191281
25500.0,19481
25507.0,19490
27125.0,19568
27158.0,19614
30087.0,19654
30187.0,19781
7529.0,19815
640.0,2037
8492.0,20825
13366.0,20902
20453.0,201253
23068.0,201314
14009.0,211380
17775.0,211576
4597.0,21290
4010.0,21426
2188.0,21526
3830.0,21532
5880.0,21554
7324.0,21626
18401.0,22149
7295.0,1944
11910.0,19168
25473.0,191174
19697.0,19308
21231.0,19331
30209.0,19836
1335.0,20297
20483.0,20718
17171.0,201301
6830.0,21502
7918.0,21517
13696.0,211035
4863.0,2222
9374.0,19100
17160.0,19274
24192.0,19518
27103.0,19543
12730.0,20633
23080.0,20828
19736.0,201458
11279.0,211383
17209.0,211440
15205.0,211442
6826.0,21416
6325.0,21555
7776.0,21779
14018.0,21825
6093.0,211021
9222.0,19116
29989.0,191181
27185.0,19662
30091.0,19672
30174.0,19766
11700.0,20681
11691.0,201139
20445.0,201241
11480.0,211196
16134.0,211400
30247.0,211464
19040.0,211468
16676.0,211580
5159.0,21558
15676.0,21565
8275.0,21927
6599.0,21958
15683.0,2218
7751.0,1984
9983.0,19148
18322.0,19293
27097.0,19512
10843.0,19806
13679.0,20554
14349.0,20580
14354.0,20778
22169.0,201087
16096.0,201143
16609.0,201146
23066.0,201238
11712.0,211159
13381.0,211313
5498.0,211462
18397.0,211600
18398.0,211619
8970.0,21352
6100.0,21475
6337.0,21800
7313.0,211044
3257.0,229
16163.0,2264
13350.0,19208
30172.0,19763
5138.0,20245
11032.0,20283
9990.0,20379
11465.0,20504
6572.0,20864
11914.0,201033
11915.0,201039
15612.0,201047
19009.0,201118
14335.0,201151
20455.0,201276
4713.0,2179
19747.0,211084
18386.0,211267
13059.0,211280
14745.0,211371
12467.0,211379
1367.0,21316
5874.0,21422
7772.0,21545
5511.0,21925
11270.0,211037
15153.0,19211
24163.0,19406
24178.0,19454
25495.0,19474
30164.0,19755
23075.0,20337
17183.0,20431
17754.0,20440
17197.0,20844
10299.0,20852
16120.0,20965
13672.0,201088
8489.0,201097
30224.0,201184
20454.0,201271
20463.0,201382
12466.0,211325
21298.0,211343
14375.0,211399
11485.0,211438
18390.0,211517
16148.0,211529
10139.0,211530
2551.0,21266
14758.0,21285
16680.0,21392
15213.0,21671
6836.0,21756
8849.0,21887
4474.0,1994
8595.0,19109
9670.0,19120
11030.0,19147
16080.0,19166
30011.0,191226
23044.0,19416
27122.0,19564
27183.0,19660
5490.0,20420
16631.0,20701
10297.0,20730
12182.0,20808
14730.0,20857
10647.0,20944
13694.0,20983
16650.0,20992
20444.0,201222
13697.0,211140
2354.0,21231
16681.0,21562
11723.0,21830
11059.0,21973
8488.0,19152
16596.0,19261
17722.0,19314
30183.0,19775
30189.0,19783
11696.0,20544
20479.0,20658
24211.0,201137
19020.0,201370
184.0,2125
3460.0,211060
15192.0,211153
4377.0,211275
10486.0,211395
5317.0,21354
8042.0,21388
20499.0,21823
6340.0,21886
1221.0,21169
4696.0,1941
17151.0,19188
29990.0,191182
25518.0,19531
30105.0,19691
4991.0,2089
2656.0,20105
4985.0,20185
9381.0,20515
7912.0,20660
2545.0,20666
11260.0,20694
14360.0,20984
20440.0,201196
20443.0,201221
12723.0,201336
9528.0,201376
18358.0,201418
16654.0,211250
14006.0,211296
23089.0,211329
12748.0,211386
5147.0,21291
8724.0,2198
345.0,21148
13396.0,2278
13025.0,19191
12436.0,19192
30022.0,191241
30054.0,191284
20409.0,191488
18999.0,19380
23046.0,19428
27175.0,19640
23053.0,19658
2106.0,2065
6553.0,20140
2105.0,20195
3553.0,20316
10845.0,20419
10646.0,20865
14732.0,20868
16642.0,20883
15160.0,201172
14343.0,201442
19023.0,201462
10481.0,211149
17222.0,211538
19055.0,211596
4708.0,21327
5877.0,21463
16684.0,21658
5892.0,21842
19001.0,19390
15638.0,20921
14697.0,201000
11916.0,201086
30226.0,201233
22181.0,201414
22197.0,201471
11711.0,211118
10859.0,211142
14383.0,211615
2550.0,21242
8604.0,21393
14327.0,19101
30049.0,191279
22133.0,19318
25482.0,19457
11254.0,20300
16113.0,20702
15611.0,201019
16149.0,211545
16675.0,211567
16152.0,211588
3913.0,21309
4604.0,21541
10142.0,21704
15214.0,21728
9390.0,21793
16685.0,21802
21304.0,21812
10498.0,21936
6843.0,21949
15218.0,2247
7904.0,1970
7527.0,1978
16079.0,191499
8956.0,19423
27109.0,19549
27151.0,19597
6091.0,2075
11256.0,20498
11470.0,20703
23067.0,201263
24240.0,211103
16652.0,211151
11048.0,211225
9547.0,211415
3559.0,21642
11286.0,21660
10000.0,21836
14391.0,21896
10133.0,211028
991.0,21118
19072.0,2230
22239.0,2298
276.0,193
10288.0,1993
30039.0,191268
21225.0,19236
22153.0,19431
27164.0,19627
25534.0,19740
5483.0,20126
11919.0,20662
18378.0,20901
16122.0,20969
25542.0,201308
6823.0,2117
777.0,2129
13047.0,211072
8495.0,211132
15201.0,211394
18388.0,211447
5870.0,21241
5679.0,21375
16154.0,21583
7097.0,21847
10313.0,21939
8725.0,21988
67.0,21122
6074.0,1922
24191.0,19517
30188.0,19782
1886.0,20166
6564.0,20385
24229.0,20726
14700.0,201032
30222.0,201103
8041.0,211247
3915.0,21410
7335.0,2235
18989.0,19262
27149.0,19594
281.0,2013
5493.0,2068
868.0,2070
16114.0,20823
24207.0,201128
16617.0,201261
1964.0,2115
908.0,2196
15654.0,211357
16137.0,211406
16147.0,211523
3143.0,21366
9688.0,21449
6583.0,21478
5329.0,21719
4607.0,21747
30043.0,191272
11689.0,19228
24184.0,19479
18329.0,19887
19026.0,20550
5865.0,20612
17199.0,20924
16649.0,20988
23060.0,201075
13986.0,201085
19725.0,201353
18360.0,201446
19748.0,211095
11710.0,211111
15208.0,211583
5871.0,21302
6596.0,21801
7778.0,21826
101.0,21128
1043.0,21201
1563.0,1921
11458.0,19161
30002.0,191198
22131.0,19305
18996.0,19325
27155.0,19608
16602.0,19609
4262.0,20260
9226.0,20288
4704.0,20355
6563.0,20358
12729.0,20465
10643.0,20597
8035.0,20598
7071.0,20801
14742.0,211328
12469.0,211434
13715.0,211484
6582.0,21445
4275.0,21593
24252.0,21870
6339.0,21876
14390.0,21884
13695.0,211000
16125.0,211025
1889.0,21139
16692.0,22129
14764.0,22148
23020.0,191148
25490.0,19468
27131.0,19575
27171.0,19636
30195.0,19790
1150.0,20336
7758.0,20404
18367.0,20484
9383.0,20661
11925.0,20975
16103.0,201381
11693.0,201389
10860.0,211215
4099.0,21640
6334.0,21721
15215.0,21749
23103.0,22127
21228.0,19301
19702.0,19358
1013.0,20432
13680.0,20587
5144.0,20641
13359.0,20657
30234.0,201408
20469.0,201453
1607.0,2152
22214.0,2175
21293.0,211227
15653.0,211348
6318.0,211351
4170.0,1931
8831.0,19141
30016.0,191234
16595.0,19251
30063.0,19437
30113.0,19699
30137.0,19724
2448.0,20108
16623.0,20235
10295.0,20617
11699.0,20679
19743.0,20816
25540.0,201126
12463.0,211161
13374.0,211165
13388.0,211458
7919.0,21606
22215.0,21974
1452.0,21158
22217.0,22152
11029.0,19139
4004.0,20146
4261.0,20188
9227.0,20380
6814.0,20511
11266.0,20821
18332.0,201036
20452.0,201252
22179.0,201401
24224.0,201481
4011.0,2145
8967.0,211249
21294.0,211252
17207.0,211370
23091.0,211501
19051.0,211591
5315.0,21263
5161.0,21575
6327.0,21577
4982.0,1982
29995.0,191190
25476.0,191496
19699.0,19324
12719.0,19327
22137.0,19335
27099.0,19524
30114.0,19700
24203.0,19902
9532.0,20227
19014.0,201269
4481.0,211553
6104.0,21681
6111.0,21840
9834.0,21959
8715.0,211004
326.0,21130
7333.0,2229
13666.0,19199
21223.0,191498
12717.0,19217
27088.0,19306
23028.0,19364
27169.0,19632
9225.0,20240
14718.0,20522
9230.0,20577
24209.0,201132
21266.0,201346
21268.0,201378
1967.0,2143
1565.0,2177
10302.0,211106
19037.0,211119
13058.0,211242
12199.0,21401
11287.0,21726
17779.0,21855
1604.0,21181
30059.0,191401
7293.0,19376
7294.0,19378
27108.0,19548
27161.0,19622
30092.0,19675
30180.0,19772
12170.0,20258
4477.0,20308
5486.0,20310
19027.0,20593
19004.0,201050
19008.0,201110
13674.0,201302
22174.0,201306
19016.0,201320
10857.0,211063
27229.0,211494
5152.0,21381
7320.0,21429
7916.0,21489
11051.0,21689
11053.0,21860
10661.0,2234
602.0,191
14691.0,19212
22139.0,19338
18997.0,19350
30201.0,19796
4705.0,2069
1365.0,20159
5488.0,20357
12173.0,20502
13999.0,20995
16620.0,201338
21264.0,201341
25546.0,201480
309.0,2150
7329.0,21709
7558.0,21888
13393.0,22101
23050.0,19504
6556.0,20197
7056.0,20230
4476.0,20233
13356.0,20243
8034.0,20393
8148.0,20444
9816.0,20452
4266.0,20474
30241.0,20560
9537.0,20594
11469.0,20693
10289.0,201011
13026.0,201018
16611.0,201153
19012.0,201189
13703.0,211232
16144.0,211511
17216.0,211516
16146.0,211519
5149.0,21303
5500.0,21305
4853.0,21441
8843.0,21528
5002.0,21693
5006.0,21913
2359.0,222
11498.0,2271
24146.0,19114
20419.0,19353
27186.0,19664
17163.0,19901
1713.0,20131
9088.0,20671
15189.0,20985
24206.0,201053
17730.0,201072
12721.0,201173
20459.0,201313
21277.0,201438
2187.0,21334
5318.0,21417
4178.0,21519
6590.0,21698
10864.0,21712
6837.0,21778
6838.0,21796
16687.0,21853
8273.0,21891
10134.0,211033
8376.0,1961
10842.0,19144
18984.0,19198
6557.0,20205
14712.0,20228
10636.0,201092
16612.0,201171
16616.0,201227
14001.0,211133
10305.0,211190
19753.0,211602
1100.0,21248
6828.0,21469
5323.0,21494
5158.0,21534
9389.0,21753
9997.0,211047
939.0,21186
13979.0,19158
29996.0,191191
27087.0,191495
16599.0,19303
25499.0,19480
30166.0,19757
6303.0,20122
16106.0,20271
9992.0,20596
19035.0,20950
24208.0,201131
24241.0,211114
15663.0,211453
20496.0,211558
6328.0,21601
5164.0,21814
4015.0,21971
2453.0,21202
13394.0,22128
4584.0,1929
15152.0,19164
30020.0,191239
13351.0,19226
25514.0,19506
24198.0,19633
27222.0,20447
17727.0,201035
22194.0,201467
13376.0,211187
11715.0,211251
14739.0,211272
13382.0,211314
12472.0,211510
15670.0,211564
5676.0,21261
6109.0,21783
9833.0,21940
905.0,1926
7052.0,1977
27092.0,19430
30073.0,19449
25485.0,19462
3020.0,2028
24227.0,20506
9675.0,20766
10479.0,20976
18336.0,201095
21255.0,201282
24217.0,201295
4605.0,2166
14372.0,211323
14385.0,21580
9391.0,21882
990.0,21102
655.0,21221
20420.0,19386
27182.0,19657
30179.0,19771
451.0,2011
1447.0,20156
8150.0,20487
6569.0,20689
14708.0,201258
18357.0,201406
22195.0,201468
17774.0,211575
14382.0,211611
11720.0,21296
11284.0,21398
5888.0,21789
8276.0,21950
641.0,21141
10490.0,21152
13398.0,2294
27165.0,19628
27168.0,19631
25528.0,19652
5864.0,2057
13030.0,20323
6568.0,20622
12720.0,201120
19010.0,201121
14704.0,201175
27216.0,201236
30229.0,201316
20467.0,201405
3254.0,21270
3656.0,21326
3255.0,21482
13392.0,21898
8500.0,21914
5007.0,2228
13726.0,2280
11690.0,1992
13982.0,19242
22152.0,19425
22154.0,19432
30079.0,19523
30215.0,19894
7905.0,20104
1121.0,20242
8834.0,20482
19036.0,20997
8958.0,201061
15165.0,201472
683.0,2151
6820.0,211120
11483.0,211309
11931.0,211431
16142.0,211495
1453.0,21230
4994.0,21277
4603.0,21537
6330.0,21644
10856.0,211048
526.0,21178
19076.0,2296
29983.0,191175
27116.0,19558
30127.0,19714
30133.0,19720
22164.0,19823
6314.0,2078
6083.0,20207
7060.0,20331
5665.0,20456
14724.0,20790
9822.0,20803
18377.0,20835
24213.0,201168
15624.0,201433
17178.0,201447
14735.0,211115
13379.0,211301
14743.0,211335
15658.0,211363
1455.0,21516
16156.0,21916
5674.0,21180
30001.0,191197
27115.0,19557
5655.0,20141
7301.0,20153
11039.0,20579
27223.0,20586
19032.0,20859
16647.0,20958
12439.0,201028
16095.0,201142
16607.0,201144
11275.0,211234
8968.0,211353
17224.0,211565
4378.0,21284
5893.0,21992
1266.0,21205
1044.0,21219
23043.0,19405
30216.0,19898
15168.0,20412
4990.0,20499
14720.0,20581
7761.0,20585
11464.0,201393
18362.0,201452
8717.0,211073
10307.0,211376
15662.0,211401
15204.0,211426
2358.0,21742
7094.0,21803
4595.0,211046
12765.0,2257
16691.0,22120
24167.0,19411
27096.0,19503
27187.0,19666
14717.0,2048
4259.0,20167
11035.0,20467
10644.0,20637
21289.0,20809
12455.0,20814
16633.0,20871
14356.0,20919
19729.0,201392
4485.0,2163
20495.0,211556
24244.0,21283
6577.0,21320
4710.0,21414
6324.0,21553
11055.0,21865
4100.0,21920
4847.0,21191
6543.0,1934
18998.0,19368
27190.0,19670
4475.0,20213
4988.0,20295
11043.0,20729
1268.0,2156
14008.0,211356
16663.0,211409
1482.0,21411
24147.0,19118
17162.0,19290
19700.0,19352
25489.0,19467
27128.0,19572
24205.0,19920
5484.0,20173
11041.0,20639
16635.0,20873
24233.0,20887
20428.0,201067
3650.0,201259
16618.0,201264
30233.0,201334
22176.0,201397
5153.0,2139
295.0,2168
1152.0,21226
3657.0,21367
4851.0,21387
5875.0,21458
4484.0,21506
5886.0,21755
10501.0,21997
3345.0,21151
15680.0,22139
7299.0,1981
13348.0,19105
9375.0,19130
30004.0,191203
17154.0,19249
19693.0,19280
23024.0,19334
27162.0,19623
25531.0,19659
27202.0,19811
27205.0,19827
11697.0,20608
5668.0,20609
19710.0,201114
30228.0,201235
21251.0,201275
13060.0,211341
15199.0,211346
19044.0,211528
3555.0,21255
2659.0,21257
3658.0,21380
4852.0,21432
5154.0,21440
9551.0,21557
22212.0,21618
8386.0,211006
2546.0,21119
5654.0,1979
27080.0,191188
22157.0,19516
4003.0,20142
8490.0,20196
15630.0,20757
18342.0,201181
15622.0,201363
1269.0,2157
4098.0,2160
14000.0,211080
14748.0,211460
14012.0,211477
13720.0,21442
14014.0,21168
518.0,223
5653.0,1959
3457.0,19131
13022.0,19137
12438.0,19224
16594.0,19248
27093.0,19460
22166.0,19913
