product_id_idx,product_id
1198.0,1930
7298.0,1974
29988.0,191180
20416.0,19297
24161.0,19392
4172.0,2083
3344.0,20397
13689.0,20785
17764.0,20994
19707.0,201014
16094.0,201140
11462.0,201225
13027.0,201440
16138.0,211423
1717.0,21331
9690.0,21980
9541.0,211002
17783.0,22144
24145.0,19112
12164.0,19175
30041.0,191270
22134.0,19328
30099.0,19684
30108.0,19694
66.0,209
7054.0,20129
7531.0,20144
9531.0,20226
7911.0,20570
13683.0,20733
15176.0,20756
9823.0,20810
21290.0,20869
12456.0,20925
13987.0,201311
21276.0,201436
22192.0,201464
134.0,210
16666.0,211443
16145.0,211518
3557.0,21428
7095.0,21807
5333.0,21955
83.0,21121
30045.0,191275
27091.0,19387
24187.0,19502
27102.0,19542
30102.0,19687
30146.0,19733
2451.0,2072
475.0,20200
4702.0,20270
5661.0,20364
19030.0,20687
16086.0,201020
30220.0,201077
16104.0,201384
1241.0,2121
1718.0,2148
15655.0,211358
15674.0,211608
11937.0,21762
1762.0,21166
14763.0,22140
5481.0,1943
4981.0,1949
30077.0,19519
27176.0,19641
485.0,2032
4374.0,20446
24232.0,20886
17725.0,201026
13985.0,201041
15158.0,201093
13053.0,211160
3558.0,21485
11934.0,21588
6834.0,21675
20500.0,21839
7099.0,21926
8385.0,211001
794.0,2212
10504.0,2281
7049.0,1942
30050.0,191280
22140.0,19339
24183.0,19476
27104.0,19544
30117.0,19703
30206.0,19809
23055.0,19821
1653.0,2092
11918.0,20473
10645.0,20802
16091.0,201060
14340.0,201182
15619.0,201312
13713.0,211474
4482.0,21349
11938.0,21797
5847.0,1923
11456.0,19110
18987.0,19233
30074.0,19498
24197.0,19540
27147.0,19592
25526.0,19634
30132.0,19719
30173.0,19765
30200.0,19795
24201.0,19803
4260.0,20183
8028.0,20248
7760.0,20428
5664.0,20443
30242.0,20583
30243.0,20735
11913.0,201017
18340.0,201130
14338.0,201174
14711.0,201342
21275.0,201435
13700.0,211200
13708.0,211355
5678.0,21370
3828.0,21403
5882.0,21570
7100.0,21933
11290.0,21996
320.0,21206
4716.0,2219
344.0,197
12434.0,19153
13024.0,19172
30007.0,191222
24189.0,19509
30158.0,19747
4589.0,20304
11466.0,20513
12167.0,201038
12168.0,201040
9236.0,211058
6095.0,211195
10650.0,211226
21295.0,211254
21297.0,211259
752.0,21318
3730.0,21323
3146.0,21468
8605.0,21518
6597.0,21877
7525.0,1964
4367.0,19195
24171.0,19415
7070.0,20714
11042.0,20716
10854.0,20905
22175.0,201372
22186.0,201420
19737.0,201470
24236.0,211098
12195.0,211231
13704.0,211282
5872.0,21325
8271.0,21549
17777.0,21621
8848.0,21861
9836.0,2259
19706.0,1991
13665.0,19171
12163.0,19174
30012.0,191227
27083.0,191258
30153.0,19742
21242.0,19819
6304.0,20147
6809.0,20280
5487.0,20330
20476.0,20582
24230.0,20752
15635.0,20910
20437.0,201191
24214.0,201256
20461.0,201367
22182.0,201415
22190.0,201455
20490.0,211202
14004.0,211211
17210.0,211441
12753.0,211503
19059.0,211603
4176.0,21273
4483.0,21419
11269.0,211031
30015.0,191232
9673.0,20595
23079.0,20827
19031.0,20836
15157.0,201062
19015.0,201303
8377.0,201330
21269.0,201391
10649.0,211131
15203.0,211410
4177.0,21319
5677.0,21365
6581.0,21412
4599.0,21415
6840.0,21856
17780.0,21863
5867.0,211003
30035.0,191264
30088.0,19665
30198.0,19793
13676.0,20176
9815.0,20301
6309.0,20345
3347.0,2153
24238.0,211101
9545.0,211207
5146.0,21276
3659.0,21404
11935.0,21652
6332.0,21665
6107.0,21724
5004.0,21750
5005.0,21901
7331.0,21985
226.0,21113
1764.0,21182
3554.0,21207
6601.0,2221
13395.0,2248
17782.0,22138
22151.0,19395
24181.0,19461
23052.0,19525
22160.0,19612
709.0,2059
5659.0,20257
9533.0,20328
7308.0,20464
11257.0,20680
20485.0,20749
14726.0,20795
13692.0,20888
1451.0,20947
20433.0,201185
628.0,2128
6574.0,211331
9388.0,21641
8973.0,21880
3137.0,21143
7765.0,21216
23101.0,22125
27181.0,19650
13033.0,20394
13035.0,20538
19740.0,20592
9539.0,20684
8381.0,20784
17731.0,201076
20430.0,201113
25545.0,201379
3556.0,2132
7327.0,2167
10304.0,211117
11486.0,211449
12470.0,211454
15207.0,211478
17214.0,211500
16673.0,211520
2455.0,21279
6825.0,21333
3023.0,21551
2461.0,21881
8274.0,21906
8267.0,211049
2548.0,21187
30008.0,191223
23031.0,19369
5848.0,19421
30123.0,19710
20425.0,19817
18328.0,19818
1239.0,2029
8036.0,2063
30240.0,20472
10642.0,20573
12447.0,20645
13362.0,20780
14698.0,201001
15613.0,201136
24219.0,201348
13385.0,211374
12197.0,211405
16153.0,21402
11491.0,21439
5879.0,21498
6102.0,21592
6591.0,21701
5166.0,21872
7921.0,21991
3561.0,2227
13725.0,22146
5309.0,1937
7745.0,19103
18983.0,19177
18990.0,19268
20415.0,19288
27200.0,19778
7532.0,20206
7306.0,20401
18366.0,20459
7069.0,20552
12739.0,20866
17168.0,201161
11714.0,211223
11930.0,211397
7321.0,21465
10309.0,21513
5331.0,21833
15216.0,22114
9982.0,19132
18982.0,191486
18994.0,19307
25497.0,19477
25506.0,19489
30126.0,19713
30190.0,19784
30205.0,19808
60.0,201
5667.0,2052
1651.0,20110
12726.0,20320
20473.0,20417
15618.0,201307
27218.0,201352
27219.0,201479
3350.0,2188
16127.0,211150
13712.0,211472
14749.0,211512
14751.0,211542
13717.0,211586
15209.0,211604
18399.0,21447
3469.0,21499
15678.0,21670
16688.0,21854
906.0,21196
3462.0,21208
8978.0,2241
4001.0,1917
27085.0,191296
17149.0,191493
19002.0,19402
25484.0,19459
25508.0,19491
25519.0,19534
30169.0,19760
6550.0,20135
7309.0,20469
8597.0,20536
12179.0,20631
16112.0,20672
15175.0,20747
16117.0,20933
13377.0,211293
6541.0,19140
18991.0,19269
24152.0,19302
9530.0,20225
8599.0,20635
12448.0,20663
19718.0,201198
21250.0,201247
13675.0,201388
23087.0,211105
15202.0,211398
19039.0,211419
15210.0,211612
10653.0,21384
8391.0,21786
5689.0,21820
14392.0,21921
8600.0,211019
850.0,21171
15219.0,2275
14023.0,2283
4841.0,1985
11251.0,19170
18314.0,191497
18985.0,19222
18986.0,19231
27172.0,19637
30171.0,19762
1603.0,2043
1263.0,20148
7057.0,20244
13681.0,20621
12180.0,20781
11706.0,20955
19717.0,201193
20466.0,201403
1068.0,2124
19057.0,211599
11490.0,21400
6099.0,21453
24253.0,21937
10659.0,21961
9824.0,211024
13354.0,1962
30068.0,19443
27134.0,19578
30163.0,19754
3019.0,20250
6815.0,20638
15617.0,201242
21283.0,201489
1890.0,2131
4715.0,2194
13375.0,211183
13711.0,211436
14378.0,211480
17226.0,211577
4855.0,21572
13390.0,21653
11475.0,211022
205.0,21126
8977.0,22115
25559.0,22133
12205.0,22135
23033.0,19371
27119.0,19561
27135.0,19579
6547.0,19807
6817.0,2093
5660.0,20264
7534.0,20292
3652.0,20314
12452.0,20743
23062.0,201129
15164.0,201347
7913.0,211062
9827.0,211320
14374.0,211349
19052.0,211592
12755.0,21385
12200.0,21492
3349.0,21718
8277.0,21981
200.0,21133
27121.0,19563
5312.0,20351
14714.0,20374
6812.0,20470
25549.0,20890
22178.0,201400
19022.0,201450
245.0,214
10135.0,211112
11479.0,211174
17204.0,211269
17773.0,211573
9684.0,211614
5316.0,21306
1966.0,21308
4598.0,21317
3022.0,21527
4007.0,21140
5135.0,1966
30006.0,191216
13353.0,19326
4479.0,2053
1834.0,2091
19033.0,20862
15182.0,20918
14710.0,201323
22196.0,201469
7074.0,211068
9544.0,211093
12194.0,211189
11481.0,211270
15198.0,211338
24242.0,211412
19042.0,211487
17219.0,211533
7080.0,21271
6579.0,21335
9387.0,21383
307.0,21212
23099.0,22122
30029.0,191249
30033.0,191260
30048.0,191278
9223.0,191490
25493.0,19472
6549.0,20115
3458.0,20116
3909.0,20120
6306.0,20209
923.0,20224
17753.0,20236
8037.0,20668
13687.0,20755
12736.0,20772
16640.0,20881
9995.0,20931
11473.0,20938
18337.0,201100
19719.0,201240
16619.0,201328
3145.0,2146
14753.0,211581
7545.0,21368
10861.0,21397
955.0,21413
1067.0,21210
17721.0,19294
24173.0,19418
27106.0,19546
27107.0,19547
30130.0,19717
30136.0,19723
62.0,203
3821.0,20174
1761.0,20299
8714.0,20567
18369.0,20601
14731.0,20867
16636.0,20876
12442.0,201237
12724.0,201394
23086.0,211104
13050.0,211137
12192.0,211143
14369.0,211300
19049.0,211557
2040.0,21229
11281.0,21295
6103.0,21607
5326.0,21630
9552.0,21631
4486.0,21690
8847.0,21691
8390.0,21715
11288.0,21740
11056.0,21902
11707.0,211018
938.0,21108
14695.0,19271
30208.0,19835
824.0,2014
6561.0,20281
7062.0,20388
9820.0,20625
18333.0,201056
21246.0,201135
10303.0,211107
13057.0,211233
17205.0,211284
13705.0,211288
12744.0,211327
17227.0,211597
7917.0,21511
5327.0,21662
8047.0,21948
9243.0,2242
16690.0,22112
29980.0,191167
16597.0,19272
21237.0,19401
21240.0,19753
3823.0,2064
6310.0,20395
6565.0,20433
19741.0,20753
14722.0,20779
14699.0,201008
15156.0,201013
13670.0,201063
20429.0,201078
17745.0,201226
21273.0,201411
24237.0,211100
10136.0,211116
7915.0,211157
16667.0,211451
8842.0,21503
7779.0,21850
13074.0,21994
25477.0,19315
21232.0,19332
24162.0,19400
25511.0,19494
22165.0,19904
5139.0,20249
11695.0,20370
8033.0,20391
5666.0,20480
15629.0,20717
16604.0,201094
14701.0,201096
21258.0,201287
21267.0,201356
22206.0,211367
13063.0,211489
3916.0,21543
14761.0,21683
11057.0,21904
6847.0,2251
11250.0,19162
18316.0,19190
20417.0,19300
25512.0,19497
27137.0,19581
30098.0,19682
5855.0,20282
7307.0,20426
10294.0,20562
16643.0,20922
22170.0,201127
21265.0,201343
18361.0,201449
22198.0,201482
13051.0,211155
9094.0,21828
7557.0,21849
16698.0,2286
3147.0,22117
13667.0,19243
30152.0,19741
27210.0,19918
5482.0,20109
6312.0,20519
9233.0,20623
23077.0,20655
11698.0,20676
7752.0,201331
14364.0,211178
20492.0,211281
17771.0,211569
5684.0,21661
13070.0,21682
12758.0,21727
5508.0,21758
13724.0,21857
11054.0,21864
6317.0,21109
164.0,21188
16592.0,19245
27159.0,19618
24199.0,19648
27197.0,19749
30167.0,19758
7753.0,20149
6808.0,20279
7310.0,20476
8378.0,20497
13042.0,20762
16637.0,20878
20427.0,201066
12440.0,201156
17748.0,201272
13372.0,211162
19038.0,211229
14366.0,211243
15648.0,211264
16143.0,211496
7082.0,21362
9549.0,21451
736.0,21523
19061.0,21730
6839.0,21829
25551.0,21101
1400.0,21154
9244.0,2263
22158.0,19526
10293.0,20539
6090.0,20546
13038.0,20674
13995.0,20896
13997.0,20981
2454.0,2127
4277.0,2174
15191.0,211148
14003.0,211181
11484.0,211339
389.0,21234
7079.0,21267
17228.0,21391
12756.0,21667
13723.0,21674
23092.0,21157
7523.0,19121
25478.0,19316
19703.0,19434
5140.0,20306
806.0,20455
9817.0,20496
13041.0,20723
20446.0,201245
3471.0,2183
15673.0,211607
5675.0,21251
4379.0,21421
6329.0,21611
467.0,21107
1156.0,228
4101.0,2217
21227.0,19284
22155.0,19451
30203.0,19802
