user_id_idx,user
329266.0,_452tb5401
200.0,n*****.
634402.0,aleestore
638459.0,phttn913
7874.0,tqv24
46463.0,thatcherhoainguyen
196623.0,lamtamnhu2006
197752.0,arch_van
9687.0,trangtrang0913101914
61842.0,thuphuong0569
258085.0,rpwcqd9rnh
296514.0,nguyen12346
332914.0,nmtam17
343855.0,hung1112014
82987.0,dau14._17
83033.0,me391285
394011.0,chitran825_825
83759.0,dangtham87
433706.0,minhthu_160883.
89839.0,hungquan2008
457017.0,gemsannhien
458679.0,jeafu
478249.0,maiphuong985
488714.0,nganguyen21101987
531377.0,binstudio0988823360
548193.0,hieu_ak74
103561.0,tibeotlq
567838.0,thanhanpham9996
617711.0,maxspeed88888
624164.0,hothaianhthu
624547.0,diemhoa1665
625009.0,caochauyvy
625459.0,nhatlinh273
108999.0,thienngan181001
628741.0,wi9piej6l7
632282.0,yeubesu1989
632342.0,letrangthuphuong
109996.0,vincent_legend
110362.0,mrhuy82
635713.0,ronlinrongwei
636923.0,khanhan17
32491.0,nhamytran97
641372.0,dun_dun
641638.0,kelseatran
642059.0,thanhhuyenvirgo_94
647570.0,rinnara94
649196.0,hongphongtrn613
7104.0,nguyenthuykieu_milo2018
14019.0,trungkimthu
34661.0,vietduc0788
123352.0,kg_qxdkr6n
126139.0,hoanguyn733
126224.0,kieutrang27141
14474.0,phunglinh_11
129456.0,phamkhuyen123khuyen
134329.0,awf3sjagc6
37592.0,tothithieu84
37858.0,tunng108
136929.0,trantuyettram1312
141632.0,milky.store.
141865.0,trinhdiu13102004
141970.0,lehoai1297
142306.0,hoang_yen_88
144352.0,honganh271127
145709.0,maimainguyen1234
146263.0,zizii_213
150856.0,hientom109
153708.0,legendgm
154333.0,trmkim102
155135.0,1sic55qp6x
16197.0,phuonguyen888666
4793.0,ngocanh11k4
158324.0,lianhvu123
162379.0,shop_bong_da_phui
162596.0,facebookaccclone
163583.0,mytheking113
166301.0,diepluclinhchi
1576.0,phanaphin
44231.0,thuylinhruoi
169006.0,dothithuykieu2002
169412.0,anhuy597
172662.0,voduyencute
177096.0,camtu6075
657.0,v*****k
178884.0,namcp12321
47365.0,tranngockhangan
185424.0,hoanghavinh11
48087.0,vithinhung456
187920.0,congu673
188271.0,ghsigxjde2636956
18320.0,tuanbeo21
192754.0,huyphuhai0123123
3505.0,phduc995
193647.0,p9h353q974
8817.0,thinhducdamm
196133.0,a5c0835kyy
197548.0,chauahhh_
50981.0,babychua123ok
51193.0,anhtrinh99999
201102.0,nnlong2000
201429.0,z_6eu94wsa
202798.0,uyenlethi09
203145.0,dunglouis92
203801.0,ptnchanggg
204815.0,nttdung2003
204942.0,nguyenthingans
205096.0,phuongvidv123
19163.0,simao4
206580.0,congthai18122003
208411.0,nguynhlinh700
209062.0,dungv528
209973.0,kieuanhnguyennguyenkieuanh
210701.0,bao_3110
54109.0,junsu453
214419.0,nguynnhan457
215324.0,ducaaaaaa89
216282.0,huetay_a
219795.0,37q3pju_mc
221955.0,ngocngoc1405
20459.0,bobieu
227477.0,ccuon5
58102.0,nguyenthelam14
233117.0,thuynuong2003
236745.0,abcxyz1111111666
237577.0,binhhq89
239170.0,lnth030904
241701.0,loiho268
242004.0,lluly365
1865.0,anhheotung
243508.0,tangban1000xu
246336.0,hathethanh
247303.0,thuhien_hamho1002
61345.0,di8dr72i29
248621.0,sanshi.
254663.0,bonghien_95
257737.0,hiiambis23
63405.0,heeyeonnguyen
259284.0,pib_peninbedroom
260004.0,sonluong368
10287.0,dattran_433
264941.0,hoanho12
267233.0,tienpham22
271669.0,boylacloi
271733.0,kymoanh24
277400.0,nolivn
277697.0,nguyenthanh1111112211
280687.0,hoanganhvta1993
5874.0,phamducdiep12
284177.0,thamnguyen140402
288525.0,qanh_2310
69715.0,sieunhannhen146
300462.0,manhnguyen686
300479.0,quynh_minn2805
301548.0,mailien1025
303530.0,atlighting.137
70388.0,nganvtt52
70657.0,socbom1
70671.0,nhitit87
24204.0,tranthuy89linh
313454.0,ahihi1606
315456.0,thitrn492
316623.0,thanhhuyen29271191
10886.0,chieuthanh8x
71944.0,junsang1111
72047.0,nhugg1103
321280.0,dat_b04
322680.0,toan2001bg
324440.0,hungga2111
324498.0,hai_nammmmmm
324682.0,lalamap
325517.0,1ungnhi2
328851.0,benho229
74296.0,quangvu009988
328940.0,hothicamnhung21
330893.0,0701ngocnga
331087.0,ngocloan05012002
2889.0,giangson2899
332413.0,yensonca
332421.0,baoquyen210812
336696.0,conghauvt92917
76069.0,teung081299
338770.0,9bvy2ccpy4
338847.0,kugon_n1
341409.0,_itsmlldi
76935.0,congtai2k
77064.0,trungkien274
344811.0,nhiyuri94
345551.0,g2tpwltadg
350388.0,tongthekiet2001
350619.0,qjj9yzonvn
351144.0,genkagm
351523.0,duong123ss
351995.0,nyankomeow
355223.0,phongbonthoi13
79129.0,nghiaxuy
356710.0,linhlooonn
358130.0,looooooooooooooooooooooo
360333.0,efus3jh2na
362516.0,anhdttttt
364400.0,dagkhoa66
80076.0,anh_tu_1608
364846.0,huy150424
365586.0,khaichitchiuchiu
368641.0,ngoquocvu3970
368662.0,hanynguyen.123
368981.0,banthanhdung
81354.0,ntl632004
375379.0,s40497nk_y
376182.0,_thuyduongg207
377378.0,thanhnhan0111207
6267.0,hhtly
382449.0,phuocthanh1512
82236.0,tranhuynhhoangvy
386462.0,trinhpham020
387683.0,trinhyenpkt
387831.0,thutrang99928
393929.0,dinhthingocanh_205.
394895.0,0og1vo6442
396251.0,9ou16iqfer
6321.0,huynhkimly951709
405714.0,kibaovbibb
27351.0,ngjunior308
411790.0,phamthithanh.kientruc
412075.0,thangtran1201
413714.0,truongsoi2329
414346.0,shibpun
27566.0,nguyenchinh2611
418319.0,_nquynh
86716.0,pha1412
421667.0,hienssi
87022.0,anhdungvpn
426069.0,vietvuong1210
1925.0,shannguyen97
430252.0,android252
4043.0,r3c1npp6gt
433661.0,khoa7728
438305.0,nguyenminhquannnnnnnnn
439151.0,chang061
440061.0,vinh41.nguynquang
440637.0,tuong693
441626.0,kieukieu1991
445192.0,h1gz8ziawf
89989.0,nguyenchesea
28311.0,tanminh9193
449034.0,trieublack123
450284.0,ngocanh221977
452582.0,mango...
453407.0,caohuyen3012
459228.0,chyyy0111
459250.0,moibatdau
2966.0,trandangkhoa310505
462870.0,9_g1hti4jv
463055.0,lephamtiendung
91953.0,nguyenhb_123456
28611.0,khanhdiepgiang111419
92081.0,legendcmn
28626.0,haibang19930110
92431.0,lanpvh
92616.0,phuonghau_voicoi_
471654.0,phamthihoaithuong21
93256.0,sinhme
1389.0,2*****p
93455.0,caonhuquynh1998
93676.0,quangdvgg
94592.0,quynhanh9921
94951.0,nguyenhung668899_
29146.0,binwin
95243.0,wdk2_ydw5q
491155.0,thanhtraco
492153.0,dangdeptraisieucapvutru
492458.0,vodinhviet2892003
29329.0,cavang
500451.0,nguyen14khoi
97402.0,vtham8115
504057.0,ra95f36_ov
97670.0,dalinhlan
505497.0,huynhle.90s
506804.0,quoc_anh1501
97808.0,re0ptzyln1
508466.0,tralinh2709
97979.0,nguyenhoaduc1
510649.0,binhminhanh
513957.0,nttn120904
516010.0,phuongdung.ns2193
516642.0,truongngoctien1998
6534.0,nguyenthibichngoc16092001
517753.0,tuanvipdh
98815.0,iamtra25
98880.0,quanghaa1909
521619.0,vutrang9282726
1663.0,gianghihi2004
99898.0,minhanhcute1ss
99960.0,phuongly77kop0
533450.0,vinhthuyvtkn
536821.0,qunpham987
30138.0,xkldphamkiqa_lj
538044.0,vophuonguyen613738
541881.0,nguyenhuunghiavt
541912.0,daochien121
544161.0,w_xinchaobaby
544434.0,linhnguynkhnh495
12705.0,cunhamchoi
102320.0,hathuong150302
550788.0,tuanld579
552911.0,hangthu7
553648.0,thiensuwewe
103119.0,chaune0306
555585.0,qpvdabg2ws
556930.0,quanghax9
557088.0,ybn3px75ys
103517.0,honga1205
103720.0,hungtran1192002
103919.0,shophang_truong
104001.0,thuyduong210594
569293.0,anhthothu
571431.0,nguyenhoanggiahan_155
104979.0,lndbrian95
573587.0,phuong_anh_anh
576089.0,ahan_nguyen
579464.0,jack7222381
579660.0,phupham2205
583825.0,vn5923_52998
587476.0,thiet156
590942.0,phamuyen2707
106516.0,cuong021099
605635.0,thangtbno1
606644.0,thanhkhiem0909
609239.0,phuc0404123
609676.0,mihashop
612633.0,tranbinh2711
616046.0,minh12192
616204.0,quyhao
616332.0,hahong94
616992.0,khuong_dai
31345.0,thaibui1191
621650.0,an123anham321
621749.0,langthang1090
621840.0,anhtrung1001
621907.0,01685377501sangluu
621927.0,khanhphangia.phan
622145.0,kitoumun
622222.0,2004_phu_.ka
622414.0,0909099pi
623000.0,duongtuananthy944
623110.0,thaocan041089
623173.0,nguyenthikimthao.tn
623222.0,nguyenhuyensoc
623296.0,784ka9c48d
623323.0,anhthu270806
107886.0,dacbinhcv
31477.0,thienthaoboutique
623709.0,fatcat1st
107942.0,huongdtm88
623854.0,nguyenduyhiep2508
107963.0,khanhtamlinh
623922.0,edward_vo90
623937.0,4eqbcldemm
623977.0,7ranha
624004.0,phuonghanglinh
624149.0,nguyenthiquyen10062007
624442.0,taikon005
108079.0,chuteuonexx
624495.0,minatozaky
624538.0,mysunshine97
624611.0,vungoctramy.060312
624798.0,dlonghsv
624978.0,m3t_ddjxgua7fw0bv5w8g_ty0e42
108199.0,huatho121
625162.0,imclayy
625707.0,hoainhozl
31610.0,emlamotnguoisieucute
108437.0,duyviet94dn
626177.0,utthao95
626276.0,tien2219
626531.0,phiphan049
626598.0,5at3bzwlj3
13043.0,uninshopthoitrang
108605.0,nguyenhuynhhuetam2005
627074.0,angochuy
627118.0,nhi1244938439219
627315.0,nhungbabydethuong
13051.0,lethiyennhi79nt
31716.0,lanhhanthienduong
108769.0,nicstore27
627823.0,erilys.ngoc
627865.0,chuot_dressnflowers
13073.0,20ono
627997.0,k894bsjpgh
628096.0,hoangluyen90._
629153.0,ucpxy5s15m
13123.0,vu_kieu_thuong
629203.0,linhlavender
629298.0,nguyenkieu0404
629628.0,giovt997
629642.0,luudat8x
629664.0,vuthiduyen09
629675.0,side1107
629705.0,mechuot177
109357.0,tuyenjumny
629892.0,uttraon
6812.0,van_khai97842
13155.0,lacsauvivacm
630016.0,hienhien971511
109457.0,trangphapthaidung
31944.0,anan_2504
630381.0,hoangxuancamdiem1
630585.0,meomeo345
109568.0,trancuong1993a
630637.0,giangviet9899
630733.0,hoabancat
630896.0,tranngaxinhhhh
630933.0,anhnh221
630963.0,nghinhieu22na
109684.0,quangbao83
32024.0,truonggiang1207
631209.0,khanhphanshop
631458.0,cuong.kun.2912
13213.0,tranxuan971.tx
631816.0,anhphap173
632442.0,hoangjocge
109997.0,hongphong10
6856.0,letuansgn
632759.0,srsupeermen
13271.0,nguyquye7417062
110147.0,quynhtrang0964319888
633345.0,thang_legend
633446.0,thanhthao2511
634015.0,tranthidao5555
634048.0,h01287767558
634355.0,shopmevung
634400.0,g46zpmx7wj
634456.0,ggfgcghg9
634518.0,ximuoiximui
634585.0,kimnona1
634648.0,nhochaono1
634707.0,kieumylong
635022.0,minhviet10081992
635246.0,vohuyhan_32
635490.0,nhuhuyen12345678
635918.0,kienkhenh34
636193.0,manhtruong170
636318.0,binheocon
4322.0,luuphidu96
636636.0,tramanh.35
637057.0,vuthuydao666
637187.0,khuongthang73
637653.0,jr3nmy55g_
637694.0,hoxuankimanh
637793.0,khanhnguyen55159
637801.0,doichantran3997
638016.0,ok41lsnqlk
111227.0,vukhanhhuyen2207
638352.0,huykhung13
638562.0,lelamnhutanh99
638871.0,faststay
639063.0,fixcasso112
639251.0,baothoa120693
639307.0,shinpanda082
639323.0,phuphuoc
639407.0,trananhduong09
639558.0,emtraiphongdo_yb
639682.0,minkngu
639859.0,nguyentajtjtkc
111572.0,ghjthao
111604.0,hgvina2
640163.0,merynguyen1603
640429.0,chanhtra92
640479.0,luuthimyngan1994
640628.0,chung2712
640735.0,pephung45915
640984.0,duyanhhmh
640998.0,doandung411
641173.0,minhtamchikarin
641291.0,kimsoehanabi
641413.0,chaukyphuc
641537.0,trandangkhoi15
641579.0,domanh8888
642051.0,5yh0e7az1z
642961.0,baohan0914
643005.0,thuvan5157
643127.0,lethuhienst
643146.0,banh_mi_0606
643435.0,ngochannn2604
643483.0,nguyenhoangtue
644018.0,hungs2ly
644680.0,nguenduyduc
644813.0,phuongkon
644815.0,dung123545679
645013.0,hoangphuc2k
645033.0,viethanxbgd
13578.0,nguyenminhut1111
645402.0,duct13
13585.0,duyen1394
645651.0,trandung1a2
645685.0,wb123456789
112764.0,samsam0
112800.0,88xgold
112821.0,thuthuyqnm
646275.0,kynm1
646391.0,ariannnnnnnnn
646433.0,l8bonw9zi0
646734.0,duynq497
647036.0,bbvzvznxb
647116.0,tomcabaka
647244.0,tamdinh689
647312.0,duy2069
647323.0,thienhuong39
647400.0,binnie1607
647551.0,ngoclongak
7028.0,buicuong99
647684.0,chien.vn.dn
647822.0,trunghieu2312
647838.0,trungtamytequannamtuliem
648402.0,kngan09072009
649522.0,naruse1611
649582.0,quynhem94
4382.0,wrbross
3136.0,minhphamcyrj
649696.0,caongocanh1911
113480.0,ndtuyen4499
33158.0,nuongluong99
650148.0,nhanpro0134
650255.0,trinhquyet89
